"yyyy-mm-dd","team1","team2","score1","score2"
"07/05/2014","Norrkoping","Atvidabergs","2","1"
"08/05/2014","Gefle","Goteborg","1","1"
"08/05/2014","Halmstad","AIK","2","2"
"08/05/2014","Orebro","Falkenbergs","0","0"
"08/05/2014","Helsingborg","Malmo FF","0","1"
"10/05/2014","Kalmar","Norrkoping","2","0"
"11/05/2014","AIK","Mjallby","2","1"
"11/05/2014","Gefle","Elfsborg","0","1"
"11/05/2014","Goteborg","Orebro","2","1"
"12/05/2014","Atvidabergs","Hacken","1","0"
"12/05/2014","Brommapojkarna","Helsingborg","0","1"
"12/05/2014","Malmo FF","Halmstad","3","1"
"12/05/2014","Falkenbergs","Djurgarden","1","0"
"15/05/2014","Brommapojkarna","Mjallby","0","1"
"15/05/2014","Norrkoping","Falkenbergs","0","3"
"15/05/2014","AIK","Elfsborg","2","1"
"19/05/2014","Halmstad","Brommapojkarna","3","0"
"19/05/2014","Orebro","Gefle","2","2"
"20/05/2014","Hacken","Kalmar","4","1"
"21/05/2014","Helsingborg","Atvidabergs","0","0"
"21/05/2014","Djurgarden","Goteborg","0","0"
"22/05/2014","Mjallby","Malmo FF","0","1"
"24/05/2014","Atvidabergs","Halmstad","1","0"
"24/05/2014","Elfsborg","Orebro","1","0"
"24/05/2014","Falkenbergs","Hacken","1","1"
"25/05/2014","Kalmar","Helsingborg","2","0"
"25/05/2014","Goteborg","Norrkoping","2","2"
"26/05/2014","Gefle","Djurgarden","1","1"
"26/05/2014","Malmo FF","AIK","2","2"
"30/05/2014","Orebro","Djurgarden","0","1"
"31/05/2014","Halmstad","Kalmar","1","1"
"31/05/2014","Mjallby","Atvidabergs","1","0"
"01/06/2014","Helsingborg","Falkenbergs","1","0"
"01/06/2014","Elfsborg","Malmo FF","0","1"
"02/06/2014","AIK","Brommapojkarna","4","2"
"02/06/2014","Norrkoping","Gefle","1","0"
"02/06/2014","Hacken","Goteborg","1","1"
"05/07/2014","Falkenbergs","Halmstad","1","1"
"05/07/2014","Gefle","Hacken","1","0"
"05/07/2014","Kalmar","Mjallby","2","1"
"06/07/2014","Orebro","Norrkoping","2","2"
"06/07/2014","Brommapojkarna","Malmo FF","1","1"
"06/07/2014","Goteborg","Helsingborg","6","2"
"07/07/2014","Atvidabergs","AIK","0","3"
"07/07/2014","Djurgarden","Elfsborg","1","1"
"12/07/2014","AIK","Kalmar","3","0"
"12/07/2014","Mjallby","Falkenbergs","1","1"
"12/07/2014","Malmo FF","Atvidabergs","3","0"
"13/07/2014","Helsingborg","Gefle","1","1"
"13/07/2014","Elfsborg","Brommapojkarna","2","2"
"13/07/2014","Halmstad","Goteborg","2","2"
"13/07/2014","Hacken","Orebro","4","1"
"14/07/2014","Norrkoping","Djurgarden","3","5"
"19/07/2014","Gefle","Halmstad","2","0"
"19/07/2014","Kalmar","Malmo FF","1","1"
"20/07/2014","Falkenbergs","AIK","4","1"
"20/07/2014","Goteborg","Mjallby","3","1"
"20/07/2014","Atvidabergs","Brommapojkarna","3","2"
"20/07/2014","Norrkoping","Elfsborg","4","2"
"20/07/2014","Orebro","Helsingborg","1","1"
"21/07/2014","Djurgarden","Hacken","1","2"
"26/07/2014","Malmo FF","Kalmar","3","1"
"26/07/2014","Halmstad","Gefle","3","2"
"27/07/2014","Brommapojkarna","Atvidabergs","2","2"
"27/07/2014","Mjallby","Goteborg","3","0"
"27/07/2014","Elfsborg","Norrkoping","3","0"
"27/07/2014","Helsingborg","Orebro","1","1"
"28/07/2014","AIK","Falkenbergs","3","0"
"28/07/2014","Hacken","Djurgarden","2","1"
"02/08/2014","Falkenbergs","Malmo FF","2","5"
"02/08/2014","Norrkoping","Hacken","0","0"
"02/08/2014","Orebro","Halmstad","1","2"
"03/08/2014","Kalmar","Brommapojkarna","1","1"
"03/08/2014","Elfsborg","Atvidabergs","1","0"
"04/08/2014","Djurgarden","Helsingborg","2","2"
"04/08/2014","Gefle","Mjallby","1","0"
"04/08/2014","Goteborg","AIK","0","2"
"09/08/2014","Atvidabergs","Kalmar","3","1"
"09/08/2014","Mjallby","Orebro","0","1"
"10/08/2014","Halmstad","Djurgarden","2","1"
"10/08/2014","Helsingborg","Norrkoping","0","0"
"10/08/2014","AIK","Gefle","3","1"
"10/08/2014","Brommapojkarna","Falkenbergs","2","3"
"10/08/2014","Malmo FF","Goteborg","2","2"
"11/08/2014","Hacken","Elfsborg","0","2"
"13/08/2014","Atvidabergs","Goteborg","1","1"
"13/08/2014","Brommapojkarna","Gefle","1","2"
"13/08/2014","Malmo FF","Orebro","3","2"
"13/08/2014","AIK","Djurgarden","1","1"
"14/08/2014","Halmstad","Hacken","1","4"
"14/08/2014","Kalmar","Falkenbergs","3","1"
"14/08/2014","Mjallby","Norrkoping","3","1"
"14/08/2014","Helsingborg","Elfsborg","4","1"
"16/08/2014","Gefle","Malmo FF","0","0"
"17/08/2014","Falkenbergs","Atvidabergs","3","0"
"17/08/2014","Orebro","AIK","4","2"
"17/08/2014","Elfsborg","Kalmar","2","0"
"17/08/2014","Goteborg","Brommapojkarna","3","0"
"18/08/2014","Djurgarden","Mjallby","4","0"
"18/08/2014","Norrkoping","Halmstad","1","2"
"18/08/2014","Hacken","Helsingborg","1","1"
"22/08/2014","Mjallby","Helsingborg","1","2"
"23/08/2014","Malmo FF","Norrkoping","3","0"
"24/08/2014","Falkenbergs","Goteborg","1","2"
"24/08/2014","AIK","Hacken","1","0"
"24/08/2014","Halmstad","Elfsborg","1","1"
"25/08/2014","Atvidabergs","Orebro","1","2"
"25/08/2014","Kalmar","Gefle","2","1"
"25/08/2014","Brommapojkarna","Djurgarden","0","4"
"29/08/2014","Helsingborg","Halmstad","1","4"
"29/08/2014","Orebro","Brommapojkarna","3","1"
"30/08/2014","Gefle","Atvidabergs","0","1"
"30/08/2014","Hacken","Mjallby","1","1"
"31/08/2014","Goteborg","Kalmar","2","0"
"31/08/2014","Norrkoping","AIK","2","4"
"31/08/2014","Djurgarden","Malmo FF","2","0"
"31/08/2014","Elfsborg","Falkenbergs","1","0"
"13/09/2014","Hacken","Malmo FF","3","3"
"14/09/2014","Gefle","Falkenbergs","3","1"
"14/09/2014","Halmstad","Mjallby","1","2"
"14/09/2014","Djurgarden","Atvidabergs","0","1"
"14/09/2014","Elfsborg","Goteborg","0","0"
"15/09/2014","Norrkoping","Brommapojkarna","3","1"
"15/09/2014","Orebro","Kalmar","2","0"
"15/09/2014","Helsingborg","AIK","3","1"
"19/09/2014","Goteborg","Gefle","4","0"
"20/09/2014","Brommapojkarna","Hacken","1","5"
"20/09/2014","Falkenbergs","Orebro","1","3"
"21/09/2014","AIK","Halmstad","0","1"
"21/09/2014","Kalmar","Djurgarden","0","4"
"21/09/2014","Mjallby","Elfsborg","1","0"
"21/09/2014","Malmo FF","Helsingborg","1","1"
"22/09/2014","Atvidabergs","Norrkoping","2","2"
"24/09/2014","Djurgarden","Falkenbergs","1","0"
"24/09/2014","Elfsborg","Gefle","1","0"
"24/09/2014","Halmstad","Malmo FF","0","1"
"24/09/2014","Helsingborg","Brommapojkarna","3","1"
"24/09/2014","Mjallby","AIK","1","0"
"24/09/2014","Orebro","Goteborg","3","4"
"25/09/2014","Hacken","Atvidabergs","0","2"
"25/09/2014","Norrkoping","Kalmar","0","0"
"27/09/2014","Malmo FF","Mjallby","4","1"
"28/09/2014","Kalmar","Hacken","2","3"
"28/09/2014","Elfsborg","AIK","1","1"
"28/09/2014","Falkenbergs","Norrkoping","4","2"
"29/09/2014","Atvidabergs","Helsingborg","1","2"
"29/09/2014","Brommapojkarna","Halmstad","0","3"
"29/09/2014","Gefle","Orebro","1","2"
"29/09/2014","Goteborg","Djurgarden","2","1"
"03/10/2014","Helsingborg","Kalmar","4","1"
"04/10/2014","Djurgarden","Gefle","1","2"
"04/10/2014","Mjallby","Brommapojkarna","0","1"
"05/10/2014","Halmstad","Atvidabergs","1","3"
"05/10/2014","Norrkoping","Goteborg","3","0"
"05/10/2014","Orebro","Elfsborg","5","1"
"05/10/2014","AIK","Malmo FF","2","3"
"05/10/2014","Hacken","Falkenbergs","1","2"
"18/10/2014","Malmo FF","Elfsborg","1","2"
"18/10/2014","Atvidabergs","Mjallby","2","1"
"18/10/2014","Kalmar","Halmstad","1","3"
"19/10/2014","Goteborg","Hacken","3","2"
"19/10/2014","Brommapojkarna","AIK","0","4"
"19/10/2014","Gefle","Norrkoping","1","2"
"20/10/2014","Djurgarden","Orebro","0","3"
"20/10/2014","Falkenbergs","Helsingborg","2","0"
"25/10/2014","Hacken","Gefle","3","1"
"26/10/2014","AIK","Atvidabergs","4","1"
"26/10/2014","Norrkoping","Orebro","2","0"
"26/10/2014","Elfsborg","Djurgarden","0","1"
"26/10/2014","Halmstad","Falkenbergs","4","0"
"27/10/2014","Malmo FF","Brommapojkarna","2","0"
"27/10/2014","Mjallby","Kalmar","0","2"
"27/10/2014","Helsingborg","Goteborg","0","3"
"01/11/2014","Atvidabergs","Malmo FF","2","1"
"01/11/2014","Brommapojkarna","Elfsborg","0","1"
"01/11/2014","Djurgarden","Norrkoping","1","1"
"01/11/2014","Falkenbergs","Mjallby","1","1"
"01/11/2014","Gefle","Helsingborg","2","1"
"01/11/2014","Goteborg","Halmstad","5","1"
"01/11/2014","Kalmar","AIK","1","1"
"01/11/2014","Orebro","Hacken","5","2"
"06/11/2014","Ljungskile","Gefle","1","3"
"09/11/2014","Gefle","Ljungskile","1","0"
"04/04/2015","Hammarby","Hacken","2","0"
"04/04/2015","Kalmar","Helsingborg","0","0"
"05/04/2015","Falkenbergs","Gefle","0","2"
"05/04/2015","Goteborg","Atvidabergs","1","0"
"05/04/2015","Djurgarden","Elfsborg","1","2"
"05/04/2015","Norrkoping","Orebro","1","1"
"06/04/2015","AIK","Halmstad","2","1"
"06/04/2015","Sundsvall","Malmo FF","1","4"
"08/04/2015","Gefle","Kalmar","2","0"
"08/04/2015","Helsingborg","Falkenbergs","0","0"
"08/04/2015","Orebro","Goteborg","0","2"
"08/04/2015","Elfsborg","Hammarby","1","1"
"09/04/2015","Atvidabergs","Sundsvall","2","3"
"09/04/2015","Hacken","Djurgarden","1","1"
"09/04/2015","Halmstad","Norrkoping","0","3"
"09/04/2015","Malmo FF","AIK","0","0"
"12/04/2015","Falkenbergs","Orebro","2","0"
"12/04/2015","Halmstad","Helsingborg","1","2"
"12/04/2015","AIK","Gefle","3","1"
"12/04/2015","Goteborg","Malmo FF","0","1"
"13/04/2015","Kalmar","Atvidabergs","2","1"
"13/04/2015","Norrkoping","Elfsborg","0","4"
"13/04/2015","Sundsvall","Hacken","1","1"
"13/04/2015","Hammarby","Djurgarden","2","1"
"17/04/2015","Djurgarden","Kalmar","1","0"
"18/04/2015","Gefle","Halmstad","0","0"
"19/04/2015","Atvidabergs","Falkenbergs","3","1"
"19/04/2015","Hacken","Goteborg","1","2"
"20/04/2015","Helsingborg","Norrkoping","3","1"
"20/04/2015","Orebro","Sundsvall","1","3"
"20/04/2015","Malmo FF","Hammarby","3","1"
"21/04/2015","Elfsborg","AIK","3","2"
"24/04/2015","Falkenbergs","Malmo FF","3","3"
"25/04/2015","Hammarby","Atvidabergs","2","1"
"26/04/2015","Halmstad","Elfsborg","1","0"
"26/04/2015","Sundsvall","Djurgarden","0","2"
"26/04/2015","AIK","Orebro","3","0"
"26/04/2015","Kalmar","Hacken","0","1"
"27/04/2015","Norrkoping","Gefle","4","1"
"27/04/2015","Goteborg","Helsingborg","3","1"
"29/04/2015","Djurgarden","Falkenbergs","3","1"
"29/04/2015","Elfsborg","Kalmar","2","1"
"29/04/2015","Malmo FF","Halmstad","3","1"
"29/04/2015","Atvidabergs","AIK","1","1"
"30/04/2015","Hacken","Norrkoping","0","2"
"30/04/2015","Gefle","Goteborg","0","0"
"30/04/2015","Helsingborg","Sundsvall","2","0"
"30/04/2015","Orebro","Hammarby","2","2"
"03/05/2015","Norrkoping","Atvidabergs","2","1"
"03/05/2015","Sundsvall","Elfsborg","0","1"
"03/05/2015","Djurgarden","Gefle","5","1"
"03/05/2015","Malmo FF","Helsingborg","3","1"
"04/05/2015","Goteborg","Falkenbergs","2","1"
"04/05/2015","Halmstad","Hacken","0","2"
"04/05/2015","Kalmar","Orebro","3","0"
"04/05/2015","AIK","Hammarby","2","0"
"08/05/2015","Kalmar","Goteborg","0","2"
"09/05/2015","Helsingborg","Gefle","1","2"
"10/05/2015","Falkenbergs","Halmstad","1","0"
"10/05/2015","AIK","Norrkoping","2","2"
"10/05/2015","Hacken","Orebro","2","0"
"11/05/2015","Atvidabergs","Djurgarden","2","3"
"11/05/2015","Hammarby","Sundsvall","1","2"
"11/05/2015","Elfsborg","Malmo FF","2","2"
"18/05/2015","Halmstad","Djurgarden","2","3"
"19/05/2015","Falkenbergs","Kalmar","1","3"
"20/05/2015","Elfsborg","Helsingborg","2","1"
"20/05/2015","Norrkoping","Hammarby","1","0"
"20/05/2015","Orebro","Atvidabergs","2","1"
"20/05/2015","Gefle","Sundsvall","3","1"
"21/05/2015","Malmo FF","Hacken","0","3"
"21/05/2015","Goteborg","AIK","3","0"
"24/05/2015","Halmstad","Goteborg","1","2"
"24/05/2015","Orebro","Gefle","1","0"
"24/05/2015","Atvidabergs","Elfsborg","1","2"
"24/05/2015","Kalmar","Malmo FF","2","1"
"25/05/2015","Hacken","Falkenbergs","0","2"
"25/05/2015","Helsingborg","Hammarby","1","0"
"25/05/2015","Sundsvall","Norrkoping","0","1"
"25/05/2015","Djurgarden","AIK","2","2"
"29/05/2015","Gefle","Hacken","2","0"
"30/05/2015","Falkenbergs","Sundsvall","1","1"
"30/05/2015","Hammarby","Halmstad","2","2"
"30/05/2015","Norrkoping","Kalmar","2","1"
"31/05/2015","AIK","Helsingborg","3","1"
"31/05/2015","Elfsborg","Orebro","2","2"
"31/05/2015","Malmo FF","Atvidabergs","3","0"
"01/06/2015","Goteborg","Djurgarden","0","0"
"03/06/2015","AIK","Falkenbergs","4","3"
"03/06/2015","Atvidabergs","Hacken","1","1"
"03/06/2015","Halmstad","Sundsvall","1","0"
"03/06/2015","Orebro","Helsingborg","0","0"
"03/06/2015","Gefle","Malmo FF","1","2"
"04/06/2015","Djurgarden","Norrkoping","1","1"
"04/06/2015","Kalmar","Hammarby","2","2"
"04/06/2015","Goteborg","Elfsborg","1","0"
"06/06/2015","Hacken","AIK","0","0"
"06/06/2015","Helsingborg","Atvidabergs","3","0"
"06/06/2015","Orebro","Halmstad","1","1"
"07/06/2015","Hammarby","Goteborg","0","1"
"07/06/2015","Sundsvall","Kalmar","1","1"
"07/06/2015","Elfsborg","Gefle","5","1"
"07/06/2015","Malmo FF","Djurgarden","1","1"
"07/06/2015","Norrkoping","Falkenbergs","2","0"
"04/07/2015","Atvidabergs","Halmstad","0","0"
"04/07/2015","Djurgarden","Orebro","2","0"
"04/07/2015","Norrkoping","Malmo FF","3","1"
"05/07/2015","Falkenbergs","Elfsborg","2","2"
"05/07/2015","Hacken","Helsingborg","3","2"
"05/07/2015","Kalmar","AIK","0","0"
"05/07/2015","Sundsvall","Goteborg","2","2"
"06/07/2015","Gefle","Hammarby","1","1"
"11/07/2015","Atvidabergs","Gefle","1","1"
"11/07/2015","Halmstad","Kalmar","1","0"
"11/07/2015","Malmo FF","Orebro","2","2"
"12/07/2015","Elfsborg","Hacken","1","0"
"12/07/2015","AIK","Sundsvall","4","1"
"12/07/2015","Goteborg","Norrkoping","0","0"
"13/07/2015","Hammarby","Falkenbergs","3","0"
"13/07/2015","Helsingborg","Djurgarden","0","1"
"18/07/2015","Kalmar","Falkenbergs","4","0"
"18/07/2015","Orebro","Malmo FF","1","1"
"18/07/2015","Sundsvall","Halmstad","0","0"
"19/07/2015","Norrkoping","Goteborg","2","2"
"19/07/2015","Helsingborg","AIK","3","1"
"20/07/2015","Djurgarden","Atvidabergs","0","0"
"20/07/2015","Hacken","Hammarby","3","3"
"25/07/2015","Atvidabergs","Helsingborg","1","2"
"25/07/2015","Hacken","Kalmar","3","0"
"25/07/2015","Malmo FF","Sundsvall","3","0"
"26/07/2015","Falkenbergs","Goteborg","1","0"
"26/07/2015","AIK","Elfsborg","4","2"
"27/07/2015","Halmstad","Gefle","0","1"
"27/07/2015","Hammarby","Norrkoping","0","1"
"27/07/2015","Orebro","Djurgarden","0","1"
"31/07/2015","Helsingborg","Kalmar","1","2"
"01/08/2015","Atvidabergs","Malmo FF","2","2"
"01/08/2015","Djurgarden","Hacken","2","1"
"01/08/2015","Gefle","Falkenbergs","1","0"
"02/08/2015","Norrkoping","AIK","1","2"
"02/08/2015","Elfsborg","Halmstad","2","0"
"02/08/2015","Goteborg","Orebro","6","0"
"03/08/2015","Sundsvall","Hammarby","3","0"
"08/08/2015","Falkenbergs","Helsingborg","2","3"
"08/08/2015","Hacken","Gefle","1","1"
"09/08/2015","Malmo FF","Goteborg","2","1"
"09/08/2015","Orebro","Norrkoping","1","3"
"09/08/2015","Halmstad","Atvidabergs","0","0"
"09/08/2015","Hammarby","Elfsborg","0","0"
"10/08/2015","Kalmar","Sundsvall","0","2"
"10/08/2015","AIK","Djurgarden","1","0"
"12/08/2015","Gefle","Elfsborg","2","3"
"15/08/2015","Malmo FF","Gefle","2","0"
"15/08/2015","Sundsvall","Orebro","1","0"
"16/08/2015","AIK","Kalmar","2","1"
"16/08/2015","Goteborg","Hacken","4","0"
"16/08/2015","Elfsborg","Djurgarden","2","0"
"17/08/2015","Falkenbergs","Hammarby","0","1"
"17/08/2015","Helsingborg","Halmstad","2","0"
"17/08/2015","Atvidabergs","Norrkoping","1","1"
"22/08/2015","Hacken","Malmo FF","1","0"
"23/08/2015","Atvidabergs","Goteborg","0","1"
"23/08/2015","Gefle","AIK","1","2"
"23/08/2015","Halmstad","Orebro","2","2"
"23/08/2015","Kalmar","Elfsborg","0","3"
"24/08/2015","Norrkoping","Helsingborg","3","2"
"24/08/2015","Sundsvall","Falkenbergs","0","1"
"24/08/2015","Djurgarden","Hammarby","2","2"
"28/08/2015","Hammarby","Kalmar","0","0"
"29/08/2015","Djurgarden","Halmstad","4","2"
"29/08/2015","Falkenbergs","Norrkoping","0","1"
"29/08/2015","Orebro","Hacken","2","0"
"30/08/2015","AIK","Atvidabergs","1","0"
"30/08/2015","Goteborg","Gefle","3","0"
"30/08/2015","Elfsborg","Sundsvall","1","2"
"30/08/2015","Helsingborg","Malmo FF","0","3"
"11/09/2015","Kalmar","Norrkoping","1","2"
"12/09/2015","Falkenbergs","AIK","2","4"
"12/09/2015","Malmo FF","Elfsborg","1","1"
"13/09/2015","Hammarby","Orebro","1","2"
"13/09/2015","Helsingborg","Goteborg","1","2"
"14/09/2015","Hacken","Halmstad","4","1"
"14/09/2015","Sundsvall","Atvidabergs","0","1"
"14/09/2015","Gefle","Djurgarden","2","1"
"18/09/2015","Halmstad","Falkenbergs","0","1"
"19/09/2015","AIK","Hacken","2","1"
"20/09/2015","Atvidabergs","Kalmar","1","1"
"20/09/2015","Djurgarden","Malmo FF","0","2"
"20/09/2015","Gefle","Helsingborg","2","1"
"20/09/2015","Goteborg","Hammarby","1","0"
"20/09/2015","Norrkoping","Sundsvall","5","1"
"21/09/2015","Orebro","Elfsborg","4","2"
"23/09/2015","Hammarby","Gefle","3","0"
"23/09/2015","Kalmar","Halmstad","1","0"
"23/09/2015","Malmo FF","Falkenbergs","4","3"
"23/09/2015","Norrkoping","Djurgarden","4","2"
"23/09/2015","Sundsvall","AIK","0","2"
"24/09/2015","Hacken","Atvidabergs","3","0"
"24/09/2015","Helsingborg","Orebro","0","2"
"24/09/2015","Elfsborg","Goteborg","1","1"
"26/09/2015","Halmstad","Malmo FF","0","0"
"27/09/2015","Falkenbergs","Hacken","1","2"
"27/09/2015","Hammarby","AIK","1","0"
"27/09/2015","Gefle","Norrkoping","1","2"
"28/09/2015","Djurgarden","Helsingborg","2","2"
"28/09/2015","Elfsborg","Atvidabergs","3","1"
"28/09/2015","Orebro","Kalmar","2","1"
"28/09/2015","Goteborg","Sundsvall","3","2"
"02/10/2015","Atvidabergs","Hammarby","0","3"
"03/10/2015","Orebro","Falkenbergs","2","1"
"03/10/2015","Sundsvall","Gefle","2","1"
"04/10/2015","Goteborg","Halmstad","1","1"
"04/10/2015","Helsingborg","Elfsborg","2","1"
"04/10/2015","Kalmar","Djurgarden","0","3"
"04/10/2015","AIK","Malmo FF","2","1"
"04/10/2015","Norrkoping","Hacken","3","1"
"17/10/2015","Malmo FF","Kalmar","3","0"
"18/10/2015","Halmstad","AIK","0","1"
"18/10/2015","Falkenbergs","Atvidabergs","6","0"
"18/10/2015","Hammarby","Helsingborg","1","4"
"19/10/2015","Djurgarden","Goteborg","2","2"
"19/10/2015","Gefle","Orebro","2","2"
"19/10/2015","Hacken","Sundsvall","3","1"
"19/10/2015","Elfsborg","Norrkoping","3","2"
"24/10/2015","Falkenbergs","Djurgarden","0","2"
"25/10/2015","Hammarby","Malmo FF","0","1"
"25/10/2015","Sundsvall","Helsingborg","2","1"
"25/10/2015","Hacken","Elfsborg","5","2"
"25/10/2015","Norrkoping","Halmstad","3","1"
"26/10/2015","Atvidabergs","Orebro","2","3"
"26/10/2015","Kalmar","Gefle","3","1"
"26/10/2015","AIK","Goteborg","1","2"
"31/10/2015","Djurgarden","Sundsvall","4","2"
"31/10/2015","Elfsborg","Falkenbergs","4","2"
"31/10/2015","Gefle","Atvidabergs","2","1"
"31/10/2015","Goteborg","Kalmar","2","2"
"31/10/2015","Halmstad","Hammarby","2","1"
"31/10/2015","Helsingborg","Hacken","1","2"
"31/10/2015","Malmo FF","Norrkoping","0","2"
"31/10/2015","Orebro","AIK","1","1"
"05/11/2015","Sirius","Falkenbergs","2","2"
"08/11/2015","Falkenbergs","Sirius","1","1"
"02/04/2016","Malmo FF","Norrkoping","3","1"
"02/04/2016","Kalmar","Jonkopings","0","1"
"03/04/2016","AIK","Sundsvall","1","1"
"03/04/2016","Gefle","Helsingborg","1","1"
"03/04/2016","Hacken","Elfsborg","2","1"
"03/04/2016","Falkenbergs","Goteborg","0","2"
"03/04/2016","Orebro","Djurgarden","0","2"
"04/04/2016","Hammarby","Ostersunds","1","1"
"06/04/2016","Goteborg","Hacken","1","0"
"06/04/2016","Jonkopings","Malmo FF","3","2"
"06/04/2016","Norrkoping","Kalmar","4","1"
"07/04/2016","Djurgarden","Falkenbergs","5","0"
"07/04/2016","Elfsborg","Hammarby","4","1"
"07/04/2016","Helsingborg","Orebro","1","3"
"07/04/2016","Ostersunds","AIK","0","2"
"07/04/2016","Sundsvall","Gefle","1","2"
"09/04/2016","Hacken","Norrkoping","1","2"
"10/04/2016","Gefle","Djurgarden","1","2"
"10/04/2016","Hammarby","Helsingborg","5","1"
"10/04/2016","Falkenbergs","Ostersunds","1","2"
"10/04/2016","Kalmar","Elfsborg","3","2"
"11/04/2016","AIK","Goteborg","3","3"
"11/04/2016","Malmo FF","Sundsvall","1","2"
"11/04/2016","Orebro","Jonkopings","2","1"
"15/04/2016","Ostersunds","Hacken","2","1"
"16/04/2016","Helsingborg","Falkenbergs","3","1"
"17/04/2016","Jonkopings","Gefle","1","0"
"17/04/2016","Norrkoping","AIK","4","1"
"17/04/2016","Goteborg","Kalmar","1","1"
"18/04/2016","Elfsborg","Malmo FF","0","1"
"18/04/2016","Sundsvall","Orebro","3","1"
"19/04/2016","Djurgarden","Hammarby","1","3"
"22/04/2016","Falkenbergs","Norrkoping","2","1"
"23/04/2016","Gefle","Ostersunds","0","0"
"23/04/2016","Hammarby","Jonkopings","1","1"
"24/04/2016","Hacken","Sundsvall","0","1"
"24/04/2016","Malmo FF","Djurgarden","1","0"
"24/04/2016","Orebro","Goteborg","3","2"
"25/04/2016","AIK","Elfsborg","2","1"
"25/04/2016","Kalmar","Helsingborg","2","3"
"26/04/2016","Norrkoping","Hammarby","3","1"
"27/04/2016","Goteborg","Malmo FF","0","3"
"27/04/2016","Jonkopings","Falkenbergs","1","1"
"27/04/2016","Ostersunds","Orebro","2","4"
"28/04/2016","Elfsborg","Djurgarden","3","0"
"28/04/2016","Hacken","Gefle","6","1"
"28/04/2016","Helsingborg","AIK","2","1"
"28/04/2016","Sundsvall","Kalmar","1","1"
"01/05/2016","Falkenbergs","Elfsborg","1","2"
"01/05/2016","Hammarby","Sundsvall","1","1"
"01/05/2016","Malmo FF","Hacken","3","0"
"02/05/2016","AIK","Jonkopings","0","0"
"02/05/2016","Djurgarden","Ostersunds","3","0"
"02/05/2016","Gefle","Goteborg","2","6"
"02/05/2016","Kalmar","Orebro","3","2"
"02/05/2016","Norrkoping","Helsingborg","3","0"
"07/05/2016","Elfsborg","Gefle","2","0"
"07/05/2016","Ostersunds","Kalmar","1","0"
"08/05/2016","Helsingborg","Malmo FF","2","1"
"08/05/2016","Jonkopings","Norrkoping","0","2"
"08/05/2016","Hacken","AIK","2","3"
"09/05/2016","Goteborg","Djurgarden","2","1"
"09/05/2016","Orebro","Hammarby","3","2"
"09/05/2016","Sundsvall","Falkenbergs","2","1"
"13/05/2016","Jonkopings","Helsingborg","1","1"
"14/05/2016","Kalmar","Hammarby","1","1"
"14/05/2016","Malmo FF","Gefle","3","0"
"15/05/2016","Norrkoping","Sundsvall","3","1"
"15/05/2016","Orebro","Elfsborg","1","0"
"15/05/2016","Falkenbergs","Hacken","1","4"
"15/05/2016","Ostersunds","Goteborg","2","0"
"16/05/2016","AIK","Djurgarden","2","0"
"18/05/2016","Hacken","Jonkopings","3","1"
"18/05/2016","Hammarby","Malmo FF","2","3"
"18/05/2016","Helsingborg","Ostersunds","1","1"
"18/05/2016","Sundsvall","Elfsborg","1","3"
"19/05/2016","Djurgarden","Kalmar","0","3"
"19/05/2016","Gefle","Orebro","0","4"
"19/05/2016","Goteborg","Norrkoping","1","1"
"20/05/2016","Falkenbergs","AIK","2","3"
"21/05/2016","Sundsvall","Ostersunds","5","0"
"22/05/2016","Kalmar","Hacken","1","1"
"22/05/2016","Orebro","Norrkoping","2","2"
"22/05/2016","Djurgarden","Helsingborg","3","0"
"22/05/2016","Elfsborg","Jonkopings","3","3"
"23/05/2016","Gefle","AIK","0","1"
"23/05/2016","Goteborg","Hammarby","2","1"
"23/05/2016","Malmo FF","Falkenbergs","2","0"
"28/05/2016","AIK","Orebro","0","0"
"28/05/2016","Jonkopings","Sundsvall","1","1"
"28/05/2016","Ostersunds","Malmo FF","1","4"
"29/05/2016","Falkenbergs","Kalmar","1","2"
"29/05/2016","Hammarby","Gefle","2","1"
"29/05/2016","Helsingborg","Goteborg","1","3"
"29/05/2016","Hacken","Djurgarden","3","1"
"29/05/2016","Norrkoping","Elfsborg","0","0"
"09/07/2016","Djurgarden","Norrkoping","0","1"
"09/07/2016","Gefle","Falkenbergs","1","2"
"09/07/2016","Hacken","Hammarby","4","2"
"10/07/2016","Goteborg","Sundsvall","4","1"
"10/07/2016","Ostersunds","Jonkopings","1","0"
"10/07/2016","Helsingborg","Elfsborg","2","4"
"10/07/2016","Kalmar","AIK","1","1"
"11/07/2016","Malmo FF","Orebro","1","0"
"16/07/2016","Norrkoping","Ostersunds","3","3"
"16/07/2016","Sundsvall","Helsingborg","0","2"
"17/07/2016","Elfsborg","Goteborg","1","1"
"17/07/2016","AIK","Malmo FF","1","1"
"17/07/2016","Hammarby","Falkenbergs","3","3"
"17/07/2016","Orebro","Hacken","0","0"
"18/07/2016","Gefle","Kalmar","4","2"
"18/07/2016","Jonkopings","Djurgarden","1","0"
"23/07/2016","Falkenbergs","Orebro","1","3"
"23/07/2016","Malmo FF","Kalmar","1","1"
"23/07/2016","Norrkoping","Gefle","2","0"
"24/07/2016","Hammarby","AIK","0","3"
"24/07/2016","Goteborg","Jonkopings","2","1"
"24/07/2016","Helsingborg","Hacken","0","2"
